text,label_text,label_id,pre_defined
look up etymology in google,qa definition,40,True
what does the word labyrinth mean,qa definition,40,True
what is souffle,qa definition,40,True
what is your country,general quirky,7,True
how much can i bleed before i die,general quirky,7,True
how many bucket fulls would it take to empty the dead sea,general quirky,7,True
what is the animal with a duck bill and a beavers tail,general quirky,7,True
how can i find tickets to the super bowl for under dollars each,general quirky,7,True
how long is the nile river,qa factoid,28,True
what time zone is arizona in,qa factoid,28,True
i hope we could eat cookies and watch movies together,general quirky,7,True
where was keith urban born,qa factoid,28,True
longest river in the world,qa factoid,28,True
how old is brad pitt,qa factoid,28,True
can you add up thirteen plus five plus nine for me,qa maths,46,True
what's thirteen plus fourteen,qa maths,46,True
find the sum of thirteen and fourteen,qa maths,46,True
what's the definition of diverse,qa definition,40,True
what does diverse mean,qa definition,40,True
synonyms,qa definition,40,True
how tall are giraffes,qa factoid,28,True
what's the average price of a house in michigan,general quirky,7,True
what is the cheapest ticket available next week for a round trip three day trip to iceland,transport query,32,False
what is garam masala,qa definition,40,True
what is the best part of being you,general quirky,7,True
would you own a dog if you were able to,general quirky,7,True
would you provide me with the answer to this question,general quirky,7,True
i would like you to come up with the answer to the question,general quirky,7,True
when is shakira's birthday,qa factoid,28,True
where was the last aerosmith concert,qa factoid,28,True
where was bill clinton born,qa factoid,28,True
what is my astrology report for today,general quirky,7,True
what is the square root of one hundred and forty eight thousand five hundred and eighty seven,qa maths,46,True
what you know about john abraham lincon,qa factoid,28,True
how to abs in six week,general quirky,7,True
where to buy cannon cameras,recommendation locations,27,False
mileage of b. m. w. cars,general quirky,7,True
show me the demographic growth rate of switzerland in the last ten years,qa factoid,28,True
list the celebrities who have been in my country in the last five years,qa factoid,28,True
where is the closer starbucks,recommendation locations,27,False
who built the prado museum,qa factoid,28,True
i hope we could eat biscuits,general quirky,7,True
define computer game,qa definition,40,True
what is computer game,qa definition,40,True
tell about computer definition,qa definition,40,True
how old is hugh jackman,qa factoid,28,True
how did charlize theron learn how to speak english,qa factoid,28,True
what is the height of mount everest,qa factoid,28,True
i need to know about the height of mount everest,qa factoid,28,True
what is my age,general quirky,7,True
explain bob dylan,qa factoid,28,True
how long till the eventual heat death of the universe,qa factoid,28,True
what is hair made up of,qa factoid,28,True
what is the composition of our nails,qa factoid,28,True
tell me everything about albert einstein,qa factoid,28,True
what is inflation and explain it's relationship with the economy,general quirky,7,True
define inflation and describe it's effects on an economy,general quirky,7,True
state the definition of inflation and tell how it's important for any economy,general quirky,7,True
define perpetual,qa definition,40,True
perpetual meaning,qa definition,40,True
keanu reeves date of birth,qa factoid,28,True
birth date for movie star keanu reeves,qa factoid,28,True
i need to figure out this percentage,qa maths,46,True
how much is one hundred and thirty six plus three hundred and eighty seven,qa maths,46,True
what is the recipe for chocolate chips,general quirky,7,True
how old is rue mcclanahan,qa factoid,28,True
tell me about celebrity,general quirky,7,True
tell me something exciting,general quirky,7,True
help me get to sleep,general quirky,7,True
what would be the a perfectly nutritionally balanced meal for dinner,general quirky,7,True
do all my chores so i can take a nap,general quirky,7,True
alexa do all my chores so i can take a nap,general quirky,7,True
who is obama,qa factoid,28,True
where is obama from,qa factoid,28,True
how much is remaining after subtracting four from eight,qa maths,46,True
what is two plus four,qa maths,46,True
i've got dollars for the month how much can i spend every day this month,qa maths,46,True
depending on the role you are going for this will affect your answer,qa factoid,28,True
try following these steps to select the correct answer,qa factoid,28,True
what's going to be the forecast tomorrow for outer nowhereville,qa factoid,28,True
who are the greatest guitarists of all time,qa factoid,28,True
how many sides are on a pentagon,qa factoid,28,True
what color is the sky,qa factoid,28,True
where is the closest barber,qa factoid,28,True
tell me the name of the artist whose song is in the movie i am watching,general quirky,7,True
tell me the soup of the day at panera bread restaurant,takeaway query,10,False
what are the hours from cvs,general quirky,7,True
call the closest mexican restaurant,takeaway order,14,True
pull up the menu for the closest mexican restaurant,takeaway order,14,True
what do pink ribbons support,qa factoid,28,True
dolly parton biography,qa factoid,28,True
information on dolly parton,general quirky,7,True
what is by plus y.,qa maths,46,True
ten plus y.,qa maths,46,True
please define the word hypocrisy,qa definition,40,True
find me the cheapest place to buy a new backpack,recommendation locations,27,False
how many tablespoons are there in a cup,qa factoid,28,True
just a joke here or there,general quirky,7,True
what is two times two,qa maths,46,True
what does this word mean,qa definition,40,True
what is the definition of this word,qa definition,40,True
what does pro bono mean,qa definition,40,True
can you please tell me what is the meaning of the word turnt,qa definition,40,True
what is fourteen divided by two,qa maths,46,True
what does obsessed mean,qa definition,40,True
what is the boiling point of water,qa factoid,28,True
when is president's day,qa factoid,28,True
define the word absolute,qa definition,40,True
definition and use in sentence the word absolute,qa definition,40,True
answer the equation eight times seven,qa maths,46,True
olly what's the sum of the two numbers four and six,qa maths,46,True
how do you subtract numbers,qa maths,46,True
let dog out,general quirky,7,True
what would africa look like in ten years,general quirky,7,True
if you put a velociraptor and a hippo together what would happen,general quirky,7,True
how do i duct tape a gooseto apig,general quirky,7,True
tell me how to create a will,general quirky,7,True
tell me how to stretch before running,general quirky,7,True
look up what this word means,qa definition,40,True
use this word in a sentence,qa definition,40,True
what does pda mean,qa definition,40,True
google definition for me,qa definition,40,True
what is the current dollar to euro conversion rate,qa currency,48,True
i want to know how many feet are in a mile,qa factoid,28,True
can you tell me how to measure my shoe size,general quirky,7,True
what is ten divided by five,qa maths,46,True
find the mass of the sun,qa factoid,28,True
i would like it to make doctor appointments etc. for me,calendar set,29,True
how many subscriber does captain disillusion have,general quirky,7,True
how much is a call per minute to mauritania,general quirky,7,True
how many bases has nick swisher stolen in his career,qa factoid,28,True
what's going to be the cure for cancer,qa factoid,28,True
let's make some popcorn and watch an old movie together,general quirky,7,True
what will be the weather three days from now in five major cities near me,weather query,15,True
when i get home can you please order a pizza,takeaway order,14,True
calculate the costs of cable and internet providers in my area where can i save the most,general quirky,7,True
if i could go anywhere in the world where should i travel,general quirky,7,True
what is the mass of a microwave,qa factoid,28,True
who is the current us treasury secretary,qa factoid,28,True
tell me the answer for two plus two,qa maths,46,True
resolve this thirty twelve,qa maths,46,True
what is five divided by one,qa maths,46,True
can you tell me who create you,general quirky,7,True
tell me what is the nicest place to go,recommendation locations,27,False
how old is morgan freeman,qa factoid,28,True
where is norman reedus from,qa factoid,28,True
who played harry potter in the films,qa factoid,28,True
define schadenfraude,qa definition,40,True
how do i,qa factoid,28,True
where is,qa factoid,28,True
should i wear a sweater,weather query,15,True
can you give me a run-down on john legend,qa factoid,28,True
access my clue app and tell me what day of my cycle i am on,general quirky,7,True
access my fitbit app and record this activity yoga fifty minutes high intensity,general quirky,7,True
how many calories did i burn with my fifty minutes of yoga,general quirky,7,True
show meaning of clarion,qa definition,40,True
what is the circumference of the earth,qa factoid,28,True
how many people live in takjistan,qa factoid,28,True
tell me who has the most number one hits on the billboard top twenty,qa factoid,28,True
what is the best recipe for a margarita,cooking recipe,43,True
tell me who will win the next presidential election,qa factoid,28,True
how are my stocks doing today,qa stock,25,False
what is today's temperature,weather query,15,True
how old are cristiano ronaldo,qa factoid,28,True
when was madonna born,qa factoid,28,True
who is jennifer aniston married to,qa factoid,28,True
what happened to fergie,general quirky,7,True
how old is chuck norris,qa factoid,28,True
what year was chuck norris born,qa factoid,28,True
give me the age of chuck norris,qa factoid,28,True
i would like my robot to take my dog outside to go the bathroom,general quirky,7,True
list the latest books published by favorite authors,qa factoid,28,True
let me know when charges hit my credit card,general quirky,7,True
how many times does it go,general quirky,7,True
when you ask it to schedule an appointment that it can email the specific person and provide available dates from your calendar,qa factoid,28,True
what is six times sixty eight,qa maths,46,True
math courses,qa maths,46,True
maths solution matters,general quirky,7,True
i would like to solve maths issues,general quirky,7,True
i would like if will be smart and intelligent in way it will be familiar with me and recognize the way i like the result will be,qa factoid,28,True
can you keep secrets,general quirky,7,True
when was the world war two started,qa factoid,28,True
i just want to know some information about you,general quirky,7,True
i just want to be you friend,general quirky,7,True
what color should i paint my nails,general quirky,7,True
i need a recipe for chicken thighs for my pressure cooker,cooking query,39,False
why people like to criticize others while seldom self criticize,general quirky,7,True
why people like earthly enjoyment and forget about the ultimate joy with god,general quirky,7,True
why people who reads may not be the most courteous and well born,general quirky,7,True
olly can i use brown sugar instead of white in peanut butter cookies,cooking query,39,False
suggest movies and songs that i would like but that aren't necessarily like ones i've already said i like,recommendation movies,33,True
please tell me how long do you think trump will last,general quirky,7,True
definition of computer,qa definition,40,True
meaning of enthusiastic,qa definition,40,True
define word,qa definition,40,True
what does blank mean,qa definition,40,True
google who was the last president who didn't own a dog,qa factoid,28,True
who won the last five n. c. a. a. men's basketball tournament,qa factoid,28,True
how many months in a year,qa factoid,28,True
what is the weight of an elephant,qa factoid,28,True
what is the capital of france,qa factoid,28,True
where can i buy a switch,general quirky,7,True
when will tesla come to my town,qa factoid,28,True
is it better to invest or save,qa factoid,28,True
how do i subtract four from two,qa maths,46,True
what is the capital of maryland,qa factoid,28,True
can cats eat fish,qa factoid,28,True
i was wondering how would you look,general quirky,7,True
how many beatles are still alive,qa factoid,28,True
what is the purpose of using you instead of searching on my own,general quirky,7,True
i would like it to help with coding debugging,general quirky,7,True
how do i save money on groceries for family of six,general quirky,7,True
how is the economy in fort worth compared to houston,general quirky,7,True
can you list off the top ten singles this week,qa factoid,28,True
what movie should i go see,recommendation movies,33,True
hey what does incite mean,qa definition,40,True
send flowers to my girl friend,general quirky,7,True
open the door,general quirky,7,True
would much wood could a woodchuck chuck if a woodchuck could chuck wood,general quirky,7,True
what is the answer to life,qa factoid,28,True
can you describe what she was wearing in that movie,general quirky,7,True
what does the title of the leo dicaprio movie mean,general quirky,7,True
start the laundry,iot wemo on,22,False
start the oven,iot wemo on,22,False
please tell me how to make a screwdriver,general quirky,7,True
how old is ellen,qa factoid,28,True
can you tell me when friday the thirteenth will be playing on t. v. this year,general quirky,7,True
give me the best pizza deals offered today,takeaway order,14,True
show me a map of everywhere the cat has been this week,general quirky,7,True
what t. v. show is jennifer aniston on,qa factoid,28,True
what is the capital city of colorado,qa factoid,28,True
how many miles is it from los angeles california to austin texas,qa factoid,28,True
if i have fifty dollars and spend twenty four how many dollars will i have left,qa maths,46,True
what is the definition of business,qa definition,40,True
define love,qa definition,40,True
define economics,qa definition,40,True
how much is b. p. in u. s. d.,qa currency,48,True
what's the exchange rates,qa currency,48,True
what does it look like,qa definition,40,True
describe joe for me please,qa definition,40,True
what does joke mean,qa definition,40,True
what does joke mean,qa definition,40,True
where in the world is lyon,qa factoid,28,True
what is the exchange rate between the us and canada,qa currency,48,True
how does she do her makeup,general quirky,7,True
what does hesitant mean,qa definition,40,True
what volcanoes are currently active,qa factoid,28,True
what is the euro to dollar exchange rate,qa currency,48,True
how much is ten u. s. d. in indian rupees,qa currency,48,True
how tall was abraham lincoln,qa factoid,28,True
does donald trump have any ties to russia,qa factoid,28,True
please tell me what a crankshaft is,qa definition,40,True
what is the temperature right now in new york,qa factoid,28,True
how many grams are there for a cup of butter,qa factoid,28,True
how many kilometers are in a mile,qa factoid,28,True
solve this equation one plus one,qa maths,46,True
what is the dollar equivalent in pesos,qa currency,48,True
what's the stock price of this item,qa stock,25,False
what's my stock fluctuations,qa stock,25,False
has my stock increased in value,qa stock,25,False
awards won by michael jackson,qa factoid,28,True
michael jackson family background,qa factoid,28,True
how old is ryan reynolds,qa factoid,28,True
how would you describe a tennis ball,qa definition,40,True
is leonardo married,qa factoid,28,True
where are the rocky mountains located,qa factoid,28,True
what are the current stocks for yahoo,qa stock,25,False
have bing's stocks dropped,qa stock,25,False
what is the current share value for m. s. n. b. c.,qa stock,25,False
what year did michael jackson die,qa factoid,28,True
what movies has casey affleck starred in,qa factoid,28,True
what high school did halley barry go to,qa factoid,28,True
what is the stock price for lexmark,qa stock,25,False
tell me lexmark's current stock price,qa stock,25,False
what is the biggest city in the world,qa factoid,28,True
how long do elephants live,qa factoid,28,True
how many keys are on a piano,qa factoid,28,True
how much does the average car weigh,qa factoid,28,True
how many calories is in an apple,qa factoid,28,True
olly where's the closest zoo to where i'm at,recommendation locations,27,False
where is the nearest river,qa factoid,28,True
what is the tallest mountain in tucson,qa factoid,28,True
how old is jennifer anniston,qa factoid,28,True
how long was bryan cranston on breaking bad,qa factoid,28,True
how much does one share of stock in lego cost,qa stock,25,False
what is the definition of textual,qa definition,40,True
please define textual,qa definition,40,True
can you watch a movie on netflix with me,general quirky,7,True
what is the us dollar euro exchange rate,qa currency,48,True
what is the exchange rate between pound sterling and the u. s. dollar,qa currency,48,True
what is five over three,qa maths,46,True
what is the square root of ten,qa maths,46,True
check wikipedia for a definition of the word homosapien,qa definition,40,True
what is the meaning of a stethoscope,qa definition,40,True
what is the highest mountain in the world,qa factoid,28,True
what is the highest mountain in the us,qa factoid,28,True
what are the longest rivers in the world,qa factoid,28,True
how much does elton john pay for his suits,qa factoid,28,True
who is rihanna dating right now,qa factoid,28,True
what is the exchange rate between us dollars and yen is,qa currency,48,True
how many euros are in a dollar,qa currency,48,True
how many canadian dollars are in a u. s. dollar,qa currency,48,True
describe the statue of liberty,qa definition,40,True
give me the facts on yankee stadium,qa definition,40,True
give me the specs on the bugatti veyron,qa definition,40,True
how hilly is it in sacramento,qa factoid,28,True
is barrow alaska above freezing during the year,qa factoid,28,True
how deep is the pacific ocean,qa factoid,28,True
who is currently the oldest living person in the world,qa factoid,28,True
how many species of bees are there in the united states,qa factoid,28,True
list the latest apple stock prices,qa stock,25,False
show me the stock price for google,qa stock,25,False
what is the current stock price for amazon,qa stock,25,False
what does one u. s. d. equal in aus,qa currency,48,True
what is worth more a u. s. d. or aus,qa currency,48,True
where do cows come from,qa factoid,28,True
what is the exchange rate of currency in u. k.,qa currency,48,True
what would be the exchange rate of currency in japan,qa currency,48,True
describe what a chair is,qa definition,40,True
how many countries are north of alaska,qa factoid,28,True
history of person,general quirky,7,True
tell me about this person,general quirky,7,True
what is the value of apple,qa stock,25,False
please rub my back,general quirky,7,True
how has your life been changed by me,general quirky,7,True
what is the exchange between dollar and british pound,qa currency,48,True
check celebrity wiki,general quirky,7,True
what is the exchange rate for u. s. d. to nzd,qa currency,48,True
how far away is seattle,qa factoid,28,True
how high is pikes peak,qa factoid,28,True
what is the meaning of the word sanctimonious,qa definition,40,True
can you tell me what a grommet is,qa definition,40,True
what are the tallest mountains in america,qa factoid,28,True
when was trump born,qa factoid,28,True
is adele going to go on tour,qa factoid,28,True
exchange rate from cad to u. s. d.,qa currency,48,True
define computer,qa definition,40,True
tell me about the sports stadium,qa definition,40,True
where is the statue of liberty located,qa factoid,28,True
what is the distance to the grand canyon,qa factoid,28,True
distance to local landmarks,qa factoid,28,True
tell me about sean connery,qa factoid,28,True
wikipedia page about sean connery,qa factoid,28,True
what is sean connery's birthday,qa factoid,28,True
what's the closing price of apple,qa stock,25,False
what is the price of ford stock,qa stock,25,False
is the dow up or down,qa stock,25,False
what's the closing price of a. b. c.,qa stock,25,False
tell me the best exchange rate,qa currency,48,True
when is the next lakers game,qa factoid,28,True
what is currently trending on twitter,social query,31,True
can you guarantee that you can chose the winning lottery numbers,general quirky,7,True
what dance move is the most attractive,qa factoid,28,True
where is the grand canyon,qa factoid,28,True
what is the population of florida,qa factoid,28,True
what's the crime rate in chicago,qa factoid,28,True
currency exchange rate,qa currency,48,True
current currency rate,qa currency,48,True
current price of coca-cola stock,qa stock,25,False
what is the daily price of johnson and johnson stock,qa stock,25,False
what is this,qa definition,40,True
google maps,qa factoid,28,True
how tall is lebron james,qa factoid,28,True
what's the famous monty python joke about the bird,general joke,17,False
how old is miley cyrus,qa factoid,28,True
what year did tim burton divorce helena,qa factoid,28,True
what is the result of two by two,qa maths,46,True
what is the exchange rate between money i'm the united states and switzerland,qa currency,48,True
what's the exchange between u. s. d. and cad,qa currency,48,True
how many g. b. p. can i get for one dollar,qa currency,48,True
what's the rate between the u. s. d. and ukraine's currency,qa currency,48,True
describe what a poltergeist is,qa definition,40,True
define loquaciousness,qa definition,40,True
define and describe an ultraviolet ray,qa definition,40,True
how far is florida from north carolina,qa factoid,28,True
convert currency calculator,qa currency,48,True
what is a monitor,qa definition,40,True
object identifier,qa definition,40,True
identify object,qa definition,40,True
what is the current exchange rate with the g. b. p.,qa currency,48,True
what is the exchange rate for the english pound and u. s. dollar,qa currency,48,True
current exchange rates for u. k. pound,qa currency,48,True
what's the highest mountain range in the world,qa factoid,28,True
what is the square root of four,qa maths,46,True
tell me who the thirty second president is,qa factoid,28,True
how much does a bowling ball cost,qa factoid,28,True
please describe this sunset for me,qa definition,40,True
define love without invoking the term love,qa definition,40,True
explain to me how a clock works in precise detail,general quirky,7,True
what is the definition of succinct,qa definition,40,True
where is pategonia,qa factoid,28,True
what is the longest river in the world,qa factoid,28,True
what is the current exchange rate for yen to euros,qa currency,48,True
how many teeth does ryan reynolds have,qa factoid,28,True
how much money did will ferrel make for his last movie,qa factoid,28,True
how old is david bowie,qa factoid,28,True
find me a description of morel mushrooms,qa definition,40,True
is it true the hanging tree really had someone hung from it,general quirky,7,True
what is a hibachi grill,qa definition,40,True
stock up or down for walgreens,qa stock,25,False
is elizabeth taylor still alive,qa factoid,28,True
does mr. t. have a family,general quirky,7,True
how many inches are in a foot,qa factoid,28,True
tell me what job i should take,general quirky,7,True
tell me when and if i should buy a new home,general quirky,7,True
describe a seashell,qa definition,40,True
describe a starfish,qa definition,40,True
what is the definition of a gala,qa definition,40,True
siri what is the elevation of denver colorado,qa factoid,28,True
how big is the tower of london,qa factoid,28,True
what is the current exchange rate of euro to dollar,qa currency,48,True
how many bots are in a dollar,qa currency,48,True
what is a calone worth compared to a u. s. dollar,qa currency,48,True
why does tom izzo look like a whiny bitch when his team plays,general quirky,7,True
do you have any regrets or are value judgments outside the scope of your intellectual capacity,general quirky,7,True
can you help me find the answer to this question,qa maths,46,True
where was marlon brando born,qa factoid,28,True
how many miles is it between illinois and louisiana alexa,qa factoid,28,True
what was the last movie that brad pitt starred in,qa factoid,28,True
can you tell me the exchange rate for canadian currency,qa currency,48,True
what's the definition of a buffet table,qa definition,40,True
can you describe to me what a pineapple looks like,qa definition,40,True
can you tell me about the middle east,qa factoid,28,True
tell me the latest stock of pepsi,qa stock,25,False
i want to know the stocks of amazon,qa stock,25,False
what is the exchange rate between the dollar and the yen,qa currency,48,True
what shape is a ball,qa factoid,28,True
define logic,qa definition,40,True
look up the meaning of logic,qa definition,40,True
what is the highest mountain in asia,qa factoid,28,True
tell me about mount rushmore,qa factoid,28,True
what is uber,qa definition,40,True
tell me quotes that have to do with love,general quirky,7,True
tell me when the next big earthquake will hit california,qa factoid,28,True
how old is barack obaba,qa factoid,28,True
what character does chris evans play,qa factoid,28,True
tell me about michael jackson,qa factoid,28,True
google michael jackson,qa factoid,28,True
what are i. b. m.'s stock prices,qa stock,25,False
google i. b. m. stock prices,qa stock,25,False
can you define a chair,qa definition,40,True
can you define a baster,qa definition,40,True
where is the hottest desert located,qa factoid,28,True
what is the shallowest piece of land,qa factoid,28,True
what is the capital of washington,qa factoid,28,True
can you tell me how gravity works,general quirky,7,True
please tell me how to do my daughters eighth grade math,general quirky,7,True
i want some information on john lennon,qa factoid,28,True
who is lenin,qa factoid,28,True
exchange euro to dollar,qa currency,48,True
can you list the stock on sony,qa stock,25,False
i want to figure out the stock on microsoft,qa stock,25,False
the description of angel,qa definition,40,True
can you get me the route to chicago before midnight,qa factoid,28,True
is there a way to bike a hundred miles,general quirky,7,True
what is the longest river on earth,qa factoid,28,True
where is the coldest place in the world,qa factoid,28,True
what does flabbergasted mean,qa definition,40,True
what is the meaning of ultra,qa definition,40,True
how does merriam webster define ultra,qa definition,40,True
is michael jackson really dead,qa factoid,28,True
how old is madonna,qa factoid,28,True
where maradona lives now,qa factoid,28,True
give me the exchange rate for dollar in euros,qa currency,48,True
how far does my dollar go in japan,qa factoid,28,True
what's a wicker chair,qa definition,40,True
what is a pressure washer,qa definition,40,True
what is an orange like,qa definition,40,True
how much does an orange weigh,qa factoid,28,True
how many calories in an orange,qa factoid,28,True
what is the capital of new hampshire,qa factoid,28,True
what states border new hampshire,qa factoid,28,True
which part of the country has tropical forest,qa factoid,28,True
which currency is greater the us dollar or yen,qa currency,48,True
check currencies,qa currency,48,True
what is the stock price of amazon,qa stock,25,False
what's the change in best buy stick,qa stock,25,False
what is a virtual reality headset,qa definition,40,True
how far in steps is home from here,qa factoid,28,True
what does word mean,qa definition,40,True
i would like to know the meaning of word,qa definition,40,True
how do you define problematic,qa definition,40,True
what is the definition of problematic,qa definition,40,True
what does problematic mean,qa definition,40,True
what about ashwin,qa factoid,28,True
how old is rod stewart,qa factoid,28,True
where does brad pitt live,qa factoid,28,True
who is the most popular american actress,qa factoid,28,True
show me the exchange rate between czk and dollar,qa currency,48,True
what's the exchange rate between czk and euro,qa currency,48,True
convert czk to euro,qa currency,48,True
i would like to know if in math operations is calculated before the addition subtraction multiply or division,general quirky,7,True
could you calculate five plus five,qa maths,46,True
i want to know the result of twenty is to two,qa maths,46,True
what is a banana,qa definition,40,True
what is the point of a banana,qa definition,40,True
tell me the highest mountain in the world,qa factoid,28,True
i need to know the highest mountain in the world,qa factoid,28,True
where is located the biggest waterfall in the world,qa factoid,28,True
what is angelina jolie's birthday,qa factoid,28,True
when was angelina jolie born,qa factoid,28,True
angelina has a birthday when,qa factoid,28,True
what is the exchange rate between u. s. d. and euro,qa currency,48,True
when was born abraham lincoln,qa factoid,28,True
for what is famous ellen degeneres,qa factoid,28,True
how many oscars has won meryl streep,qa factoid,28,True
describe,qa definition,40,True
how old is george clooney,qa factoid,28,True
what movies has neil walker done,qa factoid,28,True
what is the location of kentucky,qa factoid,28,True
what year did elvis die,qa factoid,28,True
tell me about donald trump,qa factoid,28,True
new exchange rate,qa currency,48,True
u. s. d. position now,qa currency,48,True
mobile device explanation,qa definition,40,True
opinion about latest gadgets,general quirky,7,True
denmark geographic location,qa factoid,28,True
where is ashwin,qa factoid,28,True
where did he was yesterday,general quirky,7,True
his new award,general quirky,7,True
what is the dollar exchange rate,qa currency,48,True
how many yen for each dollar,qa currency,48,True
what is the us dollar equivalent of one euro,qa currency,48,True
what does obligatory mean,qa definition,40,True
how big is ohio,qa factoid,28,True
what is a sloth,qa definition,40,True
honda stock price,qa stock,25,False
tvs stock price,qa stock,25,False
get me a stock price of audi,qa stock,25,False
show me popular exchange rates,qa currency,48,True
show me current exchange rate between euros and other currencies,qa currency,48,True
tell me about fjords,qa factoid,28,True
how old is dolly parton,qa factoid,28,True
what does bling mean,qa definition,40,True
where is the south pole,qa factoid,28,True
tell me about george washington,qa factoid,28,True
give me the definition of carion,qa definition,40,True
look up economy in the dictionary,qa definition,40,True
where do i get my pet fixed,general quirky,7,True
describe heaven,qa definition,40,True
describe death,qa definition,40,True
where is trump from,qa factoid,28,True
where is george w. bush from,qa factoid,28,True
i need the exchange rate for the us dollar and the euro,qa currency,48,True
tell me when martin luther king junior was born,qa factoid,28,True
tell me when trump was born,qa factoid,28,True
what is a shoal,qa definition,40,True
how does a cheetah look,qa definition,40,True
where is yellowstone park,qa factoid,28,True
tell me about donald trumps early life,qa factoid,28,True
tell me about amazon's history,qa factoid,28,True
in this country what is the exchange rate,qa currency,48,True
what is the definition for this object,qa definition,40,True
find me the description of this object,qa definition,40,True
search this object's definition,qa definition,40,True
what is a geographic fact in this region,qa factoid,28,True
what is the geographic region of madagascar,qa factoid,28,True
tell me what the geography is like in this region,qa factoid,28,True
get me new definition,qa definition,40,True
what is immigrant,qa definition,40,True
where is justin beiber from,qa factoid,28,True
where is justin beiber from,qa factoid,28,True
what is the us dollar to euro exchange rate,qa currency,48,True
give me the exchange rate for the us dollar and the euro,qa currency,48,True
what exchange rate does the us dollar and the euro have,qa currency,48,True
give me a description of a boeing seven four seven,qa definition,40,True
where is montana,qa factoid,28,True
where is yellowstone,qa factoid,28,True
is willie nelson still alive,qa factoid,28,True
is kim kardashian married,qa factoid,28,True
how tall is madonna,qa factoid,28,True
where is johncena from,qa factoid,28,True
stock price for google,qa stock,25,False
what is the netflix stock price,qa stock,25,False
where in the world is carmen san diego,qa factoid,28,True
what is laptop,qa definition,40,True
what i can do with laptop,qa definition,40,True
what is burmuda triangle,qa factoid,28,True
where is burmuda triangle,qa factoid,28,True
what causes in burmuda triangle,qa factoid,28,True
is jackie chan married,qa factoid,28,True
how many kids jackie chan does have,qa factoid,28,True
what is twelve times eight,qa maths,46,True
what is eighty seven minus fourteen,qa maths,46,True
what is two hundred divided by thirteen,qa maths,46,True
stock rate of facebook,qa stock,25,False
siri what does obstacle mean,qa definition,40,True
siri what does survey mean,qa definition,40,True
what is a trebuchet,qa definition,40,True
tell me about medieval war engines,qa definition,40,True
when was einstein's birthday,qa factoid,28,True
was einstein married,qa factoid,28,True
what causes if i had junk food and alcohols,general quirky,7,True
is there any problem for having junk food and drinks,general quirky,7,True
what did jlo do today,general quirky,7,True
siri describe a rainbow,qa definition,40,True
siri what does jon snow's handsome face look like,qa definition,40,True
when did prince die,qa factoid,28,True
show me prince's biography,qa factoid,28,True
did prince have children,qa factoid,28,True
who is the first president in u. s. a.,qa factoid,28,True
who build the paris tower,qa factoid,28,True
where is the worlds highest falls,qa factoid,28,True
show exchange rate of u. s. d. versus euro,qa currency,48,True
show conversion rate of u. s. d. and euro,qa currency,48,True
what is rock sand,qa definition,40,True
please tell me the definition of home,qa definition,40,True
what is the meaning of the word home,qa definition,40,True
please tell me what the word home means,qa definition,40,True
could you please tell what is the capital of america,qa factoid,28,True
please tell me how many days in a leap year,qa factoid,28,True
please tell me what is the formula for the perimeter of a rectangle,qa factoid,28,True
list albums of rihana,qa factoid,28,True
list albums of rihana,qa factoid,28,True
how would i use formidable in a sentence,qa definition,40,True
please tell me what is the rate for yen to u. s. d.,qa currency,48,True
define organism,qa definition,40,True
tell me what the word organism means,qa definition,40,True
what is an organism,qa definition,40,True
please explain the plot of movie titanic,general quirky,7,True
why people like movies,general quirky,7,True
could you please describe me about the item smart phone,qa definition,40,True
moderate,general quirky,7,True
what is the exchange rate between the british pound and the u. s. dollar,qa currency,48,True
please tell me about the historic facts about india,qa factoid,28,True
please tell who invented telephone and what is the date,qa factoid,28,True
describe blanket,qa definition,40,True
blanket definition,qa definition,40,True
earth info,qa factoid,28,True
google the object and see,qa definition,40,True
what is ten u. s. d. in euros,qa currency,48,True
what country has the most population,qa factoid,28,True
what country uses the most coal,qa factoid,28,True
search the region,qa factoid,28,True
give me a geographic fact about vilnius,qa factoid,28,True
rowan atkinson info,qa factoid,28,True
did kim kardashian go to the paris fashion shows this year,qa factoid,28,True
search on his interests,qa factoid,28,True
search on his locality,qa factoid,28,True
can you describe to me a bike,qa definition,40,True
what is the stock price for,qa stock,25,False
how is shell south stock doing today,qa stock,25,False
give me today's market trends for panasonic,qa stock,25,False
what's the capital of new york,qa factoid,28,True
where is the best vacation spot in california,qa factoid,28,True
could you give me the exact rate for dow nifty futures,qa stock,25,False
stocks f. flat,qa stock,25,False
f. flat stocks,qa stock,25,False
stock price f. flat,qa stock,25,False
give me the top rated movie in my area,general quirky,7,True
tell me about hugh lourie,qa factoid,28,True
what is starbuck's stock worth,qa stock,25,False
how high is the quality of this stone,general quirky,7,True
how big is the stone in this ring,general quirky,7,True
go to the nsdl and search for prices,qa stock,25,False
ask my brokers,qa stock,25,False
what is the current exchange rate between the dollar and the euro,qa currency,48,True
how does the dollar compare to the pound,qa currency,48,True
find me the oldest hotel in washington d. c.,recommendation locations,27,False
which celebrity is most likely to follow me back on twitter,qa factoid,28,True
olly can you tell me the price of google stock,qa stock,25,False
what's the dow jones at today,qa stock,25,False
what is the coldest state in the us,qa factoid,28,True
i want you to analyze the pattern for me to buy lottery ticket which number will get the first prize,general quirky,7,True
what city was elvis born,qa factoid,28,True
how old was elvis when he died,qa factoid,28,True
